date,actual,point_forecast,brier,logloss,baseline_brier,baseline_logloss
2020-08-09,87,85.74952021469336,0.0849455791243381,0.2972970984790019,0.08349233494849914,0.2881830591701073
2020-08-10,92,85.6499299317443,0.09910291713811477,0.38507417470986105,0.10375890029424317,0.4295685338709757
2020-08-11,88,85.5422201677438,0.08908201458884868,0.31693550350753236,0.09478958028898503,0.3462855582296147
2020-08-12,90,85.42641056381845,0.09145127813484523,0.3309574201679534,0.09263605442176871,0.33403887295711227
2020-08-13,79,85.30252753955259,0.09210701159447439,0.3346559642351259,0.08933560090702947,0.3156949415084881
2020-08-14,86,85.17060426683999,0.08413106787018068,0.29404649243882386,0.08354421768707483,0.2891972011286529
2020-08-15,84,85.03068063012921,0.08430242555752468,0.2947193854681054,0.07723015873015872,0.2638537446939319
2020-08-16,72,84.88280317320094,0.08889723071510439,0.31650078808167387,0.08818480725623581,0.30873206016002663
2020-08-17,81,84.72702503265029,0.08675389514683615,0.30587891400663075,0.08306349206349208,0.28554372230483194
2020-08-18,82,84.56340585827988,0.08659820595549378,0.3050732788710623,0.08352834467120182,0.2874919495432983
2020-08-19,75,84.39201172064426,0.09188746855577737,0.33356060359341483,0.08840362811791383,0.3109206220246468
2020-08-20,80,84.2129150060181,0.0878416817475823,0.3116960234234836,0.08802267573696144,0.30864822675933434
2020-08-21,83,84.0261942990921,0.08488708864769753,0.2977368026498083,0.07615646258503402,0.26047562175319794
2020-08-22,88,83.83193425373285,0.09240472609583389,0.33666237350306877,0.0980952380952381,0.3701654345594883
2020-08-23,86,83.63022545217137,0.08813469263386133,0.31278963778007396,0.09099659863945578,0.32339263105560984
2020-08-24,90,83.4211642530151,0.09607041524619547,0.36156361688250016,0.09717460317460316,0.3661088728678691
2020-08-25,89,83.20485262850598,0.09670344077452625,0.36653815044236304,0.0967766439909297,0.36251212778678416
2020-08-26,77,82.98139799147295,0.0914613482132265,0.3312055843144864,0.09432653061224487,0.34576532647905234
2020-08-27,90,82.75091301245423,0.09797737460392711,0.37648459696910236,0.09625056689342405,0.3589465671065363
2020-08-28,85,82.51351542748735,0.08855458133940435,0.3148640416129006,0.09100340136054422,0.3257039912463959
2020-08-29,81,82.26932783708912,0.08510059490900014,0.2987505640604306,0.08299433106575964,0.2871790368916513
2020-08-30,79,82.01847749696738,0.08772246782598148,0.31108290222102025,0.09064625850340136,0.32316470877514764
